AnnualIncome,HouseholdSize,YrsEdAfterHS,HrWkTV,AnnualCharges
77.4,7,2,45,13299.55
60.7,5,0,8,12020.38
75.3,2,0,28,10754.06
48.5,8,3,57,5505.82
87.1,4,5,17,17249.45
78.4,8,4,55,20891.25
50.4,5,3,32,9168.44
68.2,5,0,1,9797.54
90.1,1,1,26,4305.77
116.6,4,2,32,17461.86
40.6,2,2,17,12849.71
51.5,3,1,44,10941.85
78.4,2,0,52,12262.17
109.3,3,0,59,18792.72
93.4,2,1,38,10191.31
23.8,6,5,3,8016.98
73.2,5,5,15,20544.19
44.8,7,4,0,1346.67
74.9,3,4,8,9851.67
35.9,6,1,30,5268.95
119.1,7,1,54,12989.11
47.5,2,1,14,6574.04
122.1,1,4,52,7969.31
106.8,5,5,44,13941.38
71.9,5,3,50,9364.06
77.1,3,1,14,15480.58
40.9,3,2,47,10853.77
79.4,7,4,42,22801.99
114.3,4,1,31,12928.09
62,7,4,17,18990.7
19.9,2,4,13,0
58,8,2,13,16107.27
49.6,6,2,37,7448.89
67.5,4,4,16,6030.04
103.1,5,1,18,13826.21
54.3,3,5,27,9442.13
31.8,3,4,44,2121.54
115.2,3,0,37,24053.15
53.4,5,4,38,4970.74
39.2,1,2,40,1074.59
40.8,7,2,24,6008.87
38.6,5,5,13,13762.12
5.6,4,1,35,10708.18
70.4,3,3,42,4538.56
74,2,3,36,6893.99
113,2,0,54,11291.66
115.8,8,0,36,15610.02
70.6,7,3,17,11054.46
50.8,6,3,56,2009.51
38.4,2,2,33,10438.88
121,2,3,6,16690.18
60,8,1,35,20911.62
119.1,7,4,25,13511.65
37.3,5,2,31,5007.31
54.7,2,3,42,4046.74
58.8,2,4,13,2128.01
87,7,5,13,16203.8
130.4,7,0,29,32203.56
53.5,1,2,48,3341.49
24.1,7,2,32,9227.29
94.7,4,0,58,13409.27
89,1,3,13,10204.41
78.1,4,2,18,11052.9
89,2,0,41,17808.06
70.7,8,2,14,8043.86
94.8,4,2,48,7378.89
104.6,5,5,43,18161.86
73.2,7,4,41,16794.79
93.1,1,5,38,9213.61
45.2,5,2,31,392.53
33.5,3,3,6,2686.51
100.9,3,5,47,18621.86
34.2,3,3,29,3134.32
71.4,5,5,18,13612.69
55,4,5,24,13013.89
97.2,5,1,14,20115.99
20.5,5,4,22,1520.01
73.5,3,2,5,13657.72
47.2,5,1,59,5607.25
44.7,6,3,48,8380.55
25.5,5,4,7,0
53.7,3,2,43,622.11
82.7,7,3,50,8350.92
22.5,6,1,18,1416.83
76.7,8,5,57,15289.89
47.2,6,5,40,9741.09
125,6,1,32,19993.1
93,3,5,3,5609.64
112,3,0,44,16154.1
27.1,2,1,26,4369.59
45.6,7,2,29,5446.59
38.2,5,2,51,2915.64
54.3,8,2,56,11784.35
71.4,4,1,49,14158.02
95.3,3,4,28,7694.08
9.8,6,4,30,8078.1
74.4,8,2,24,20403.41
119.2,1,1,34,26507.31
40.1,3,2,24,1141.55
44.6,4,3,20,7331.66
37.9,2,2,33,0
36.5,6,5,55,14511.39
106.3,2,5,14,9191.34
97.7,7,0,43,10491.08
65.4,6,0,23,20153.07
21.9,7,2,52,12800.65
66,2,4,50,13809.72
36.1,2,1,60,3717.65
43,4,2,49,11091.47
90.6,6,1,5,15850.12
94.9,7,3,29,12974.95
108.8,3,1,53,18018.28
56.2,5,0,32,12226.37
54.5,2,5,49,8879.95
63.7,5,1,5,14692.32
123,3,4,50,12046.16
63.7,8,4,49,8191.33
107.3,7,0,41,19619.79
81.4,8,4,59,16219.46
98,3,3,4,21786.65
106.7,8,0,21,13739.01
81.2,4,2,32,15633.61
30.2,6,1,30,8188.8
83.5,3,3,35,7294.79
47.2,4,2,12,5781.32
37.1,8,2,0,8939.79
100.7,5,0,48,7761.23
44.4,2,2,42,7121.36
122,6,3,4,16799.83
77.1,3,4,29,13588.2
123.5,4,1,39,14488.76
84.3,7,4,4,2244.54
96.8,2,1,52,16768.84
32.8,4,2,37,3732.15
35.1,5,3,27,10476.93
21.8,1,0,47,4560.64
41.6,6,3,17,7135.7
98.6,1,1,58,14801.63
103.1,7,4,36,20191.36
53,6,4,18,5173.6
51.6,4,1,55,4626.56
16.6,5,5,56,947.93
51.1,1,4,42,2208.42
69.8,4,2,30,16907.51
87.6,3,0,2,14571.91
104.5,8,1,4,27844.27
37.5,5,3,37,5377.68
26.1,6,4,7,12206.19
77.2,6,3,54,8671.72
40.1,4,3,28,4875.82
22.5,1,1,48,9679.65
65.3,7,0,20,15265.05
26.4,5,4,26,1444.45
58.1,4,3,24,12260.63
58.8,3,2,40,17160.44
77.1,5,0,21,16118.61
91.7,5,2,1,9541.18
83,7,1,31,23883.41
113.2,5,3,30,12422.17
96.1,1,3,56,15668.38
40.7,5,5,51,11771.56
46.8,7,2,44,14702.9
71.7,4,3,28,14060.38
26.7,7,5,53,13371.43
30.2,5,5,30,6697.29
70.9,3,1,52,20982.29
92.6,1,2,23,16296.11
68.1,2,3,39,10685.2
76.1,7,1,20,20022.62
38.6,6,4,23,2076.99
34.6,6,4,17,7277.87
55.3,6,3,33,15970.48
72.5,4,0,56,13344.79
59.5,2,1,56,13189.06
64.7,7,1,20,10437.1
54.9,1,4,24,15924.2
42.3,2,4,54,11625.04
88.1,2,0,6,16973.59
73.3,4,4,22,4954.27
105.2,4,4,33,18264.42
55.2,6,4,33,12730.74
108.8,7,4,20,17187.94
91.5,3,0,42,13224.88
48.9,4,1,44,13929.32
5.4,6,1,23,12401.92
89.9,4,1,15,22443.18
59.5,5,3,48,10420.18
21.6,5,4,50,5146.16
111.8,2,3,57,22585.09
33.6,2,1,20,3978.08
101.4,5,2,14,19677.01
44.2,8,0,1,6329.64
67.4,2,2,54,2473.5
20.4,2,3,17,10192.74
50.1,3,3,49,0
89.1,2,1,38,16983.84
44.1,2,3,30,0
36.8,3,4,14,15019.51
47.8,3,2,17,5952.95
77.1,4,2,30,7612.88
45.5,2,4,10,3467.79
25.1,6,1,15,1618.6
60.7,2,0,35,17666.45
68.8,5,4,25,21657.35
79.9,8,2,7,18564.6
102.8,2,4,25,14853.87
45.3,2,0,45,457.32
93.9,6,3,4,20478.83
76.6,2,3,50,12622.8
92.3,4,5,42,19074.99
63.4,2,3,31,6592.15
51.9,2,2,53,11123.58
49.3,5,3,56,11802.79
51.6,2,5,58,13717.84
83.3,1,1,48,19894.31
80.4,8,2,31,18043.07
105.8,7,4,12,17496.1
69.7,8,4,37,17616.84
35.6,6,2,10,7659.35
100.8,2,3,42,8828.75
79.7,2,1,43,9801.61
101.4,2,2,3,17978.54
42.8,8,1,27,8218.38
59.3,4,5,53,3181.84
29.4,7,4,42,11705.69
110.4,6,5,5,16483.34
73.6,1,4,15,12877.81
15,2,2,34,12540.95
73.5,2,2,35,8401.16
38,2,3,15,0
86.9,3,2,14,16837.32
58.7,7,1,33,21320.58
63.2,1,1,26,11312.35
93.7,6,3,59,22095.36
35,6,1,7,894.19
41.8,6,3,3,1437.8
103,7,4,34,16869.06
64.6,2,2,46,11835.28
42,3,0,47,11414.95
53,3,2,42,5498.7
110.8,4,2,22,21679.02
38.9,2,5,28,8486.37
126.8,7,3,33,17531.32
37.5,7,4,9,12311.64
54.7,7,1,36,10971.35
39.5,5,1,28,5884.76
42.4,3,3,51,457.85
109.4,8,2,55,23445.02
44.2,1,1,58,7090
89.4,6,3,31,17353.4
83.5,4,0,22,9952.06
103.1,7,0,41,8190.01
34.2,4,3,8,1755.55
49.6,2,2,12,6955.15
73.6,1,4,51,10920.74
50.7,2,4,39,6927.88
40.2,6,2,2,5190.53
40.3,1,1,6,4054.22
84.2,2,5,9,9930.44
103.6,6,1,51,16268.68
41.5,7,1,48,14265.6
72.4,6,4,50,15821.29
47.3,8,4,51,7427.1
94.3,4,1,19,18663.35
95.8,3,4,11,15504.96
56.5,8,3,5,17875.52
39,6,3,23,1991.63
109,6,4,37,20101.35
46.3,7,1,6,1637.05
10.4,6,1,2,7419.21
42.2,8,2,48,10123.45
90.4,5,1,45,7241.72
97.4,4,4,19,22520.17
44.2,5,1,26,4399.27
19.3,6,1,15,8310.56
49.8,3,5,55,9341.63
72.3,3,1,28,17600.46
41.2,2,5,59,1799.4
28.5,2,1,14,9931.14
29.3,1,2,3,11343.02
73.6,7,4,30,9334.73
84.8,2,3,18,17703.61
56.2,3,3,9,3837.89
76.4,7,3,3,12528.27
48.7,3,1,8,4105.29
78.4,2,4,7,2800.94
22.9,8,4,41,0
34,2,0,50,9302.29
58.2,6,4,49,3179.37
89.4,6,3,12,10780.59
117.1,5,3,53,22836.44
45,3,2,55,14862.21
112.8,4,1,57,18835.45
107,3,4,11,22781.21
69,4,4,54,13327.16
51,6,2,47,7472.11
93.5,4,2,8,11633.87
31.5,4,5,37,5466.17
116.2,7,2,60,21360.86
40.6,1,1,24,6269.46
67.2,4,2,41,9613.52
83.7,3,0,19,14783.05
79.5,4,1,59,13826.17
87.4,3,5,42,6921.3
39.6,7,5,30,6569.33
78.3,4,1,5,14584.84
13.4,7,1,26,6147.07
51.2,3,4,58,7587.5
88.5,1,4,54,8738.36
29.5,2,3,57,6974.6
117.9,1,4,25,17186.47
98.4,4,3,20,14249.69
81.4,7,5,8,12701.89
28.8,7,0,40,15582.85
86.4,6,0,17,19962.07
118.3,7,2,11,16164.46
92,6,4,29,21223.31
83.1,3,4,40,19323.83
30.7,3,0,47,358.13
57.7,8,4,1,14897.48
59.5,1,5,8,0
13.7,7,1,11,4620.95
54.4,1,2,37,10485.52
124.8,4,2,34,22719.58
84.6,1,3,58,11455.7
117.3,4,3,43,6726.45
28.6,5,1,53,12072.45
67.4,7,2,9,10335.86
120.2,4,2,11,22637.06
39.6,2,2,5,1371.8
19.7,8,5,47,1427.95
83.8,2,3,23,12965.07
66.9,6,2,12,15937.39
88.7,2,2,7,13334.06
61.1,6,4,32,0
42.5,4,5,38,5240
13.1,7,4,35,1305.33
40.9,4,1,15,6153.25
113,4,2,12,10758.7
99.4,8,4,31,15470.01
104.5,7,5,22,13561.26
80.2,2,4,8,3182.09
48.1,3,0,32,17521.52
83.8,4,3,2,9578.24
49.5,4,4,18,6939.15
61.2,1,1,47,15665.91
39.4,5,0,37,0
40.5,7,0,52,8143.99
76.4,2,4,44,8526.82
51,3,4,51,16779.49
49.2,6,2,38,6988.66
37.4,4,1,21,0
57.1,2,5,16,9568.1
69,8,5,20,16976.89
78.4,5,2,58,21535.95
97.1,2,5,21,3241
30.1,4,4,59,10440.73
87.8,6,4,22,16495.66
81.8,2,4,26,9123.84
80.5,5,1,52,16531.57
40,4,4,41,6164.96
113.4,8,0,4,21840.58
79.8,5,5,41,17251.01
26.3,2,4,6,6451.72
113.1,6,4,27,9859.84
67.7,2,2,42,8831.64
82,1,3,36,10048.62
52.3,3,1,12,14335.75
53,4,3,2,5625.32
16.7,3,0,25,4632.03
65.6,3,2,16,10344.34
49.2,1,0,45,9844.41
54.8,5,3,57,6100.45
71.8,6,0,34,12322.16
50.5,5,0,6,18976.86
22.9,5,1,9,3359.65
102.5,3,3,45,7992.34
25.4,1,3,48,12656.76
32.7,5,2,25,8882.73
92.3,1,2,59,15323.83
52.2,5,0,24,769.39
89.4,7,1,33,16581.59
49.6,4,2,55,11175.47
61.3,1,1,44,16864.45
20.7,3,2,58,4677.17
65.6,1,3,3,14510.46
98.2,8,2,37,12226.18
58.9,4,1,13,9882.21
91.1,5,3,12,18191.25
88.7,3,4,36,14670.83
63.1,7,1,39,21714.69
119.2,4,2,1,21977.09
82.5,5,3,3,8911.68
118.8,3,3,11,12296.84
73.7,2,2,9,12990.79
26.9,2,2,2,5718.79
76.6,2,3,36,15561.32
111.5,1,0,9,12014.69
27,3,5,9,5522.7
101.6,6,3,7,26022.13
72.4,5,3,57,3547.45
63.1,6,1,14,20247.68
48.2,5,2,7,18869.46
117.2,6,0,48,22555.03
90.9,3,4,33,8628.99
114.8,4,1,18,22808.36
92.7,5,3,20,13778.93
35.2,7,5,26,9014.91
40.9,4,1,0,6746.46
114.7,8,2,46,21812.33
101.6,4,1,6,11668.48
62.2,7,2,56,14839.09
55.1,7,4,29,16239.16
52.6,4,5,35,8781.05
107.7,7,3,52,23556.54
76.5,6,1,7,7317.15
95.2,2,4,9,8933.37
29.1,3,3,24,10805.25
33.7,6,3,50,17771.24
72.1,7,5,6,663.5
80.3,2,3,57,12379.93
50.6,6,1,47,12562.74
63.4,5,4,42,12097.45
20.9,3,4,13,9235.93
92.8,2,1,59,18294.43
73.7,8,3,3,20001.76
71.9,2,3,50,5661.61
50.5,7,3,18,3448.47
121.3,5,0,35,22914.93
51.9,3,1,14,1570.64
33.6,8,3,41,3059.2
90.3,4,4,11,10910.92
29.6,4,4,16,0
104,5,2,20,15177.47
102.3,4,5,4,5986.35
51.4,1,0,10,2937.5
89,3,2,31,20923.87
66.4,2,3,42,11431.57
104.1,6,4,56,8391.73
63.9,3,3,43,11979
27.5,2,5,34,6861.39
69.9,6,1,4,9341
58.6,6,5,36,12240.62
56,8,1,45,5219.17
67.5,8,0,10,18280
85.1,3,3,8,16561.43
40.1,5,3,33,9774.96
82.8,7,1,18,19204.04
63.6,7,1,14,18210.44
106.9,3,2,50,11615.27
42,7,1,5,15224.33
63,3,1,16,7768.11
76.7,7,2,43,8090.19
81.4,2,3,59,21757.59
37,3,4,58,8040.15
51.1,2,4,58,8559.79
76.5,6,2,17,16774.57
81.6,2,2,24,13487.88
103,4,0,15,19947.72
127,2,1,19,19362.09
31.6,2,4,21,7574.92
55.4,8,5,22,15402.88
26.4,7,4,44,0
25.7,8,1,36,4103.89
13.1,2,3,15,3628.27
90.2,7,0,5,23128.46
29.5,5,1,56,14742.45
81.6,3,4,20,15762.99
108.8,5,5,40,19017.45
33.2,3,5,48,8437.61
69.4,2,4,35,12169.58
54.2,2,1,41,17381.52
59.3,2,2,19,6604.29
88.2,7,4,41,21399.75
117.8,6,0,38,26911.55
58.7,1,3,17,7803.84
87.1,5,3,46,13747.44
51.9,3,3,51,2440.35
76.3,8,2,34,16348.77
43.1,7,3,39,18269.96
68,1,4,20,7382.99
41.5,7,5,47,12204.77
77.6,7,4,13,12510.06
114.4,2,1,60,11008.58
67.3,4,5,37,5762.38
45.3,3,4,33,17441.86
87.1,5,4,12,6987.45
90.5,8,4,60,22298.07
22.4,2,1,44,843.21
99.4,1,4,49,15439.28
79.2,2,5,39,13427.3
110.7,8,2,49,15314.95
31.7,1,5,6,5541.04
96,4,4,26,12116.96
10.3,5,2,14,2926.91
103.4,5,3,49,14941.11
79.9,2,4,50,2040.4
63,7,4,19,9475.51
40.2,2,1,48,0
54.3,3,1,51,2688.96
46.2,4,3,15,10093.08
51.4,4,3,28,0
113.1,7,4,21,16689.29
94.6,7,1,23,11517.15
50,2,3,25,10923.05
65,3,3,7,8185.28
42.4,6,4,38,0
56.1,4,3,14,12303.19
84.5,1,1,33,16673.76
52,5,4,36,10121.09
68.4,3,5,40,13547.94
57.6,7,3,3,13482.09
26.7,7,1,24,9104.25
61.1,5,4,8,10190.76
32.8,7,4,26,5788.89
93.8,5,3,2,6233.81
81.4,8,5,50,5512.93
22.4,3,5,35,11099.78
102,7,0,5,16886.88
117.9,4,5,10,18703.34
79.8,2,0,29,11021.78
81.7,7,4,34,14900.29
101.4,7,3,23,20832.87
107.1,2,2,46,13261.36
34.1,8,2,56,5422.37
79.4,7,4,6,12173.07
43,5,0,44,12248.6
43.7,6,3,46,4911.71
92.5,7,1,24,21742.74
71.7,3,3,33,8643.2
58.6,3,0,24,8365.4
34.3,7,2,26,7839
22,1,3,23,7748.12
107.2,5,0,40,22699.9
99.6,4,5,33,6389.09
99,4,4,48,15674.59
44.8,7,2,1,6895.01
31.8,1,4,23,4707.02
93.2,6,4,26,12248.03
96.6,7,5,57,10190.98
83.4,2,2,56,13640.59
24.2,5,1,25,13310.32
45.2,7,4,53,5051.7
95.7,8,1,57,8638.83
29.6,6,3,31,14572.87
29.9,8,4,4,10825.29
102.4,5,4,42,12435.64
36.8,2,3,24,3044.51
42.1,3,4,51,6891.14
78.1,2,3,50,15205.16
98.3,3,3,57,7792.61
35.1,7,0,28,12096.07
30.7,3,2,7,7229.4
122.3,1,2,44,13586.09
61.1,4,3,5,11135.92
42.4,3,3,15,10230.19
109.4,6,1,6,18553.57
81.9,1,5,54,10976.73
39.4,3,3,38,13781.85
44.2,7,1,25,16141.57
112.7,1,2,35,13623.92
63,5,5,50,5036.41
62.2,2,4,59,9589.3
80.3,1,3,56,6257.12
107.5,4,2,58,23453.86
71.6,1,5,25,0
74.7,5,3,59,16460.36
47.3,3,4,19,8616.43
120.3,3,2,15,21590.33
80.9,3,4,25,7164.34
37.5,1,5,38,9505.67
96.7,6,5,28,11140.42
54.2,7,4,33,6639.59
104.9,2,4,57,14726.59
28.5,5,5,59,8614.82
57.5,3,0,5,12693.25
50.5,4,0,46,20090.73
96.3,7,2,30,19714.81
46.6,1,5,55,0
85,4,4,30,6357.41
110.3,7,4,51,16697.31
39,7,2,32,15487.74
96.8,2,3,55,8425.42
37.9,5,5,5,5734.31
101.5,2,2,55,12680.77
50.2,5,5,35,3632.63
83,4,5,1,9924.18
52.1,6,3,19,15690.83
108,7,3,49,22345.07
112.5,3,2,30,15586.16
111.4,7,4,10,20977.42
84.9,6,3,44,21099.07
94.7,1,3,25,18882.93
63.1,2,3,37,4506.14
96.2,4,2,7,10968.36
76.7,4,4,50,18501.8
132.4,4,1,25,17441.83
110.2,5,1,26,7375.65
80.3,3,2,16,11101.95
83.8,4,1,36,10368.68
93.9,5,2,14,11645.45
119.8,4,0,23,17349.85
29.2,4,2,31,4814.33
56.3,4,2,50,3703.5
42.6,2,3,7,11190.94
104.7,4,4,30,10150.7
83.6,3,4,39,10043.3
40.8,7,3,59,11015.39
50.1,5,1,19,3967.85
41.5,6,3,20,9905.49
98.5,7,4,19,26146.54
36.8,4,4,3,4121.51
105.9,2,1,58,17127.51
108.3,5,1,55,19105.64
73,5,2,45,13041.1
50.3,8,3,17,20567.37
95.3,3,1,2,13471.38
75.7,5,1,42,13179
85.3,7,3,31,11570.42
104.4,3,1,53,26066.92
101.9,3,1,55,12736.9
72.9,5,4,18,11120.17
46,4,4,25,11135.11
37,4,4,48,117.22
55.6,4,5,40,14336.52
50.8,6,4,0,6685.7
74.8,6,1,21,7622.41
34,6,0,19,8471.86
46.1,3,2,19,8085.72
38.6,1,4,14,2398.36
22.6,3,4,22,6957.96
123.4,8,3,31,26780.6
96.1,3,4,17,16894.73
78.3,4,2,24,10157.67
90.2,7,2,23,26220.9
41.1,7,1,50,12413.96
75.5,4,0,20,10483.13
104.8,7,1,8,18211.07
51.2,4,0,13,6408.37
48.3,7,4,31,9401.2
57.8,1,4,49,8161.2
119.5,4,1,19,21249.72
78.3,7,1,36,15801.98
74.3,4,2,47,10792.02
32.8,8,0,42,13841.23
89.6,5,2,52,14141.18
98.3,3,1,54,17765.51
91.3,8,2,49,9933.5
86.2,4,4,59,12963.3
26.7,8,2,55,3687.76
51.5,1,1,47,3065.83
41.5,1,3,17,8101.04
51.5,4,1,1,10898.06
94.5,3,4,35,10833.81
68.2,1,3,54,3785.2
42.9,1,5,58,10548.25
101.7,7,2,13,22659.92
27.3,4,2,35,9981.24
38.3,4,2,2,16720.4
41.2,4,3,11,9168.73
54.2,3,1,32,5626.16
27.4,8,3,25,6171.4
95.9,7,4,46,20758.34
72,2,4,10,10127.79
31.3,2,1,48,12080.92
29.4,3,3,43,8976.65
45.8,7,3,35,13121.79
121.9,6,4,6,12915.33
45.1,2,3,32,0
87.9,2,1,41,9847.35
33.1,1,2,34,11241.35
49.5,5,3,24,0
26.5,3,1,27,3230.07
91.3,7,2,46,10065.07
67.8,3,5,12,11419.38
72.8,3,4,28,14121.04
67.7,2,4,60,4982.38
79.6,2,4,32,6231.18
92.6,6,3,58,16579.46
39,3,1,51,5896.7
38.8,5,4,25,2005.24
82.2,4,4,24,14947.96
107.6,6,3,30,11818.31
36.7,6,2,23,14746.49
34.6,7,1,33,9187.23
49.4,6,0,41,1216.6
109,6,4,25,10308.64
57.6,2,3,13,6973.12
48.7,2,5,14,8966.89
101.8,2,3,48,10989.87
107.6,6,1,29,18665.14
47.3,2,2,0,2172.01
96.7,7,4,50,22054.28
120,6,5,27,8887.49
52.3,7,3,45,17086.99
39.1,3,4,34,2639.8
48,2,2,54,8569.4
31.2,7,1,58,5692.83
18.5,8,1,40,4999.3
30.7,6,1,39,548.44
108.3,3,2,10,13411.07
36.3,1,3,0,12399.69
98.8,7,0,37,10521.34
94.1,6,0,19,11050.68
31.7,4,2,21,5923.69
101.7,4,1,39,6410.26
39.1,7,4,11,7632.1
44,6,5,4,5344.66
49,6,3,37,7800.9
87.9,2,2,7,9259.91
33.9,5,5,2,0
91.4,8,2,45,21670.49
51.7,4,0,59,9647.86
65.9,3,3,59,9254.41
47.9,3,4,56,11111.86
53.8,6,3,52,15802.48
77.7,5,5,58,7645.49
72.9,6,2,42,7776.75
7.4,6,3,20,0
52.4,4,1,49,6007.91
34.4,6,3,36,3561.51
97.8,6,4,5,6153.39
16,2,3,39,8811.33
63.5,4,2,21,889.58
84.2,2,1,15,13434.24
116.5,7,4,15,24034.29
60.8,2,5,4,3889.79
52.4,6,5,55,6969.43
32.7,5,1,2,10700.25
47.9,6,1,37,8505.45
100.8,2,0,29,21859.89
35.1,8,3,56,14197.92
127.4,4,4,51,21398.04
47,7,1,37,10639.71
58.3,7,5,48,7340.85
81.8,5,1,8,13291.76
9.5,1,4,57,7647.67
14,2,3,55,5585.21
92.5,5,0,50,12926.73
103.1,7,3,2,17725
29.6,5,4,30,489.99
45.1,3,3,9,0
56.7,4,2,22,8956.09
31.9,1,3,40,3375.77
85.5,7,0,7,20298.62
66.1,6,1,56,11168.13
74.9,2,1,8,12371.25
46.3,2,3,1,5862.92
97.8,8,0,13,11323.43
44.3,2,5,25,10315.35
48.2,8,4,53,16273.15
35,4,2,50,5507.66
71.4,4,2,24,14340.2
45.5,3,4,49,0
90.9,4,2,5,11380.55
49.5,7,3,5,17916.47
110.4,7,3,18,15631.96
33.5,6,4,13,7017.73
49.5,3,4,51,6359.11
51.4,4,5,51,13995.4
46.7,4,2,12,6669.6
49.3,7,4,17,1517.01
97.2,6,1,60,8394.14
44.8,7,3,13,15618.25
33.6,7,3,59,17471.54
105.7,3,1,6,19300.02
40.5,2,3,8,2920.01
70.4,4,3,46,14549.51
83.3,4,0,44,12757.13
47.2,3,4,2,12581.13
28.8,7,4,54,5316.63
34.5,4,4,38,8564.32
74.7,2,3,25,12436.02
49.2,8,4,3,6653.02
96.5,4,4,8,7306.17
35.6,5,4,39,7595.95
46.3,5,3,11,10870.25
69.2,5,4,1,4585.9
95,5,1,59,5583.86
124.7,5,4,43,11396.95
77.6,4,4,8,1970.75
104.8,6,4,26,14741.81
70.6,5,2,57,11049.79
19.3,6,3,34,6802.1
31.2,3,5,10,6011.98
77.6,8,5,8,17829.52
99.3,6,3,30,13241.15
38.6,6,1,52,8655.7
55.3,2,1,5,8203.54
82.9,6,2,8,14128.81
79.2,3,2,57,4541.05
73,5,1,15,18090.66
50,1,2,49,8988.6
95.4,3,5,20,18055.4
118.7,6,1,9,18279.21
43,7,3,40,13534.23
76.9,5,3,21,7387.62
57.6,2,5,21,4688.66
113.8,6,1,12,22453.31
84.5,8,2,36,4774.64
60.8,4,4,30,10803.51
95.7,5,2,5,12562.42
20.3,8,0,18,10502.72
49.8,7,3,32,2440.32
125.5,6,0,53,20583.25
104.2,4,4,51,5724.7
16,1,3,4,1629.39
55.5,6,3,55,7436.78
102.9,7,2,21,10920.33
52.5,7,2,47,9119.4
83.9,7,4,8,11230.74
50.5,2,2,26,7849.93
96.7,5,1,26,13266.53
90.4,7,4,9,15692.9
123.8,3,0,54,20679.08
20.5,1,1,25,6434.34
79.5,3,1,37,11975.48
126.1,4,3,40,20449.08
85.4,4,4,52,9991.76
40.5,7,4,17,9725.81
100.1,2,3,16,6330.3
33.3,2,3,30,0
43.4,6,2,59,15098.31
43.3,2,2,14,5662.41
53.6,2,3,27,14999.7
37.6,4,3,23,14845.42
65.3,1,4,12,2325.69
57.3,2,0,2,6736.35
38.1,2,3,35,0
101.7,2,2,9,15337.03
70.5,4,3,4,18096.45
51.8,3,4,30,13884.19
96.5,7,2,26,22658.16
81.3,2,5,20,12927.72
74.4,6,4,20,18161.23
89.1,4,2,56,23308.12
78.9,4,3,10,12506.42
89.6,7,4,25,11059.97
113.5,1,4,47,18236.68
69.1,7,2,31,8229.43
46.1,6,0,40,5024.51
86.7,3,4,42,17677.39
68.4,6,4,20,10176.18
118.1,6,1,58,16162.34
93.9,2,2,6,9162.25
51.5,6,4,16,11469.57
51.3,3,3,49,4318.21
28.4,7,1,30,7912.1
60.3,2,1,59,16556.84
16.6,2,1,20,6565.67
55.4,5,2,56,14119.06
102.6,8,1,42,14567.79
53.9,5,2,52,20645.09
99.8,5,3,6,10388.89
29.2,1,2,56,2873.9
50.3,4,3,10,11606.51
81.1,6,1,56,8792.73
95.9,5,1,51,22819.15
105.9,3,4,27,16992.26
35.1,6,3,4,9921.68
27.9,1,3,13,6748.85
45.6,6,5,20,16897.82
13.5,1,4,34,0
61.6,8,4,18,1857.34
96,7,0,48,22260.22
115,1,3,3,6125.9
86,7,1,54,8288.26
62.9,2,2,3,4524.22
66.8,2,3,59,14914.89
76.4,7,5,40,17260.58
48.2,5,1,47,13796.65
52.3,4,5,55,8059.11
106.3,8,4,45,15617.15
96.5,3,4,42,20541.19
81.2,2,2,17,15867.6
96.2,1,2,16,10560.11
14.3,2,5,37,0
125.1,2,3,41,17309.06
109.5,7,4,23,12339.2
44.4,7,2,15,16335.2
75.1,7,5,53,13996.32
35.6,6,2,4,12206.05
50.7,2,4,46,7090.57
49.9,2,5,31,0
55.5,7,2,12,7349.11
70.8,8,1,37,14831.72
77.7,2,3,2,2602.96
114.7,7,1,31,21024.65
54.8,6,5,48,5218.69
95.1,4,0,44,8117
53.6,1,0,6,8519.2
45.8,7,1,4,11066.6
95.5,2,1,3,11470.54
95.1,3,1,49,10344.79
91.5,2,3,47,20559.02
94.1,8,1,0,11792.43
43.2,7,4,50,7188.58
80,2,3,35,20438.17
39.4,6,0,34,12579.16
100.3,3,3,6,20055.02
47.9,3,4,29,0
88.2,4,2,12,8443.43
42.3,6,1,8,8830.35
80.7,4,4,14,2225.75
76.6,3,5,9,18891.9
71.5,7,2,7,13354.83
11.5,2,4,4,5513.97
96.8,2,2,51,14517.87
44.1,6,3,36,3134.48
47,6,4,42,2430.93
87.7,4,0,47,16389.34
53.8,4,2,23,7635.2
114.3,6,0,42,16494.83
105.5,2,1,34,23388.57
25.1,7,1,59,15390.55
84.1,3,3,13,10775.89
90.7,3,0,22,12358.01
99.9,5,1,21,6182.32
63.3,5,2,47,14402.21
102.9,4,1,51,13390.58
83.8,1,3,33,8989.8
38,3,3,20,1042.31
41.6,7,0,35,10192.93
128.8,7,3,5,23691.44
36.7,3,3,16,8554.79
100.4,8,1,33,15064.45
47.8,2,2,11,6256.15
114.8,3,0,60,22450.76
91.9,7,4,24,20113.09
114.2,1,3,17,11213.29
24.3,3,3,51,8716.79
50.3,3,2,32,10960.4
18.8,1,2,4,4264.25
73.1,6,1,20,14938.8
74.6,4,2,10,15450.7
97.7,5,2,58,13596.44
48.5,7,1,15,8391.17
64.2,5,1,23,8120.01
88.1,3,1,38,8610.26
69.9,7,5,19,6459.87
79.9,5,4,7,7068.29
23.8,6,2,3,1651.19
55.5,4,4,26,6565.93
55.7,5,3,3,16108.94
86.4,6,3,29,15541.5
63.2,2,2,24,7245.55
53.1,1,4,18,4186.15
29.6,1,1,10,8123.38
76.9,3,4,43,8339.08
98.4,5,2,2,17895.27
